 4.284133e-03,  1.779357e+09 
 4.104559e-03,  1.857203e+09 
 4.069799e-03,  1.873065e+09 
 5.396799e-02,  1.412504e+08 
 4.953771e-03,  1.538828e+09 
 5.484360e-03,  1.389953e+09 
 6.123482e-03,  1.244880e+09 
 5.992125e-03,  1.272170e+09 
 7.604491e-03,  1.002434e+09 
 6.075926e-03,  1.254624e+09 
 7.846541e-03,  9.715109e+08 
 7.359247e-03,  1.035840e+09 
 4.829162e-03,  1.578535e+09 
 3.309654e-03,  2.303262e+09 
 6.116373e-03,  1.246327e+09 
 8.090050e-03,  9.422686e+08 
 8.334804e-03,  9.145986e+08 
 1.741397e-01,  4.377521e+07 
 1.324768e-01,  5.754216e+07 
 1.280663e-01,  5.952387e+07 
 1.327855e-01,  5.740839e+07 
 1.148307e-01,  6.638469e+07 
 8.176954e-03,  9.322542e+08 
